12593,25599,1
12593,19129,1
12593,6483,1
12593,9703,1
12593,8844,1
26017,27896,1
26017,15602,1
26017,7644,1
26017,10234,1
26017,26619,1
26017,13118,1
7999,16367,1
7999,5465,1
7999,5138,1
7999,17618,1
7999,25733,1
7999,4998,1
7719,11181,1
7719,4791,1
7719,4592,1
7719,30272,1
7719,19206,1
11165,8077,1
11165,17107,1
11165,7683,1
11165,11921,1
11165,22834,1
11165,29269,1
20570,3469,1
20570,24411,1
20570,4543,1
20570,9184,1
20570,13747,1
20570,21403,1
26037,2636,1
26037,15231,1
26037,5424,1
26037,8298,1
26037,6961,1
26037,30793,1
14456,18982,1
14456,10095,1
14456,19689,1
14456,2673,1
14456,28332,1
14456,11053,1
31124,3951,1
31124,775,1
31124,17040,1
31124,10272,1
31124,10676,1
31124,21435,1
8481,4261,1
8481,28553,1
8481,15217,1
8481,18244,1
8481,7100,1
8481,12404,1
30659,2785,1
30659,28349,1
30659,25918,1
30659,2314,1
30659,7375,1
30659,28451,1
27619,19631,1
27619,16013,1
27619,435,1
27619,24056,1
27619,21943,1
27619,8357,1
26490,18209,1
26490,16930,1
26490,30738,1
26490,29811,1
26490,4800,1
26490,746,1
6320,5789,1
6320,10726,1
6320,6984,1
6320,25803,1
6320,14264,1
6320,22915,1
16049,20421,1
16049,29952,1
16049,24944,1
16049,15138,1
16049,9879,1
16049,21391,1
5999,21104,1
5999,11945,1
5999,29326,1
5999,12992,1
5999,21579,1
5999,28019,1
15612,28750,1
15612,25328,1
15612,12850,1
15612,14984,1
15612,24340,1
15612,16177,1
6898,16700,1
6898,16768,1
6898,31082,1
6898,4270,1
6898,18657,1
6898,6197,1
13450,28659,1
13450,11202,1
13450,13233,1
13450,18449,1
25351,28962,1
25351,4480,1
25351,11582,1
25351,4907,1
25351,12120,1
330,4109,1
330,9308,1
330,5879,1
330,29974,1
330,16299,1
330,10286,1
29997,23664,1
29997,28828,1
29997,10280,1
29997,29305,1
24838,7215,1
24838,9415,1
24838,5368,1
24838,13011,1
24838,2819,1
24838,22943,1
13488,20063,1
13488,7552,1
13488,11464,1
13488,3962,1
13488,22640,1
13488,24315,1
24148,23351,1
24148,13671,1
24148,5404,1
24148,3522,1
24148,1327,1
24148,18316,1
18872,4758,25
18872,12522,25
18872,24768,25
18872,10745,25
18872,14701,25
18872,17470,25
980,6571,1
980,9456,1
980,19363,1
980,20140,1
980,4003,1
980,21446,1
1584,31439,1
1584,13985,1
1584,23568,1
1584,532,1
1584,3291,1
1584,31433,1
7607,25202,1
7607,20518,1
7607,10443,1
7607,12701,1
7607,28356,1
7607,22654,1
25252,17194,1
25252,22749,1
25252,10120,1
25252,12996,1
25252,27889,1
25252,19896,1
9019,832,1
9019,13394,1
9019,27082,1
9019,27881,1
9019,29130,1
9019,541,1
26578,20982,1
26578,24795,1
26578,28658,1
3060,11827,1
3060,15991,1
3060,23732,1
3060,19989,1
3060,12116,1
3060,22913,1
11574,17248,1
11574,2100,1
11574,20702,1
11574,26227,1
11574,28786,1
11574,21923,1
26248,10358,1
26248,24454,1
26248,5696,1
26248,26194,1
26248,19735,1
26248,21102,1
2802,24979,1
2802,19267,1
2802,7727,1
2802,28505,1
2802,28476,1
2802,17358,1
20900,14522,1
20900,7495,1
20900,28645,1
20900,1770,1
20900,15149,1
20900,23180,1
26921,20001,1
26921,20525,1
26921,25222,1
26921,9390,1
26921,13802,1
26921,17526,1
13178,13495,1
13178,13279,1
13178,9326,1
13178,672,1
13178,25032,1
13178,20975,1
46,28566,1
46,24782,1
46,8755,1
46,8643,1
46,15448,1
46,18581,1
3642,13192,1
3642,4313,1
3642,1642,1
3642,12652,1
3642,11092,1
3642,25562,1
23043,12396,1
23043,24786,1
23043,20565,1
23043,16903,1
23043,17467,1
23043,27104,1
6388,9428,1
6388,26613,1
6388,29069,1
6388,6313,1
6388,29021,1
6388,16223,1
19846,15676,1
19846,4332,1
19846,24648,1
19846,6584,1
19846,22751,1
19846,11390,1
14382,30618,1
14382,280,1
14382,24970,1
14382,2176,1
14382,18355,1
14382,29030,1
4176,7591,1
4176,12236,1
4176,3180,1
4176,17019,1
4176,21597,1
4176,27832,1
17307,27618,1
17307,22378,1
17307,30678,1
17307,25463,1
17307,2973,1
17307,30626,1
6076,26397,1
6076,6950,1
6076,20248,1
6076,30216,1
6076,6180,1
6076,4830,1
24465,3188,1
24465,3026,1
24465,18318,1
24465,5370,1
24465,7475,1
24465,9042,1
16425,26710,1
16425,24021,1
16425,28240,1
16425,11396,1
16425,2902,1
16425,13867,1
30516,24007,1
30516,7208,1
30516,2847,1
30516,27229,1
30516,10530,1
30516,13337,1
19020,4294,1
19020,16861,1
19020,15952,1
19020,24817,1
19020,24361,1
19020,12418,1
3755,17608,1
3755,23526,1
3755,30462,1
3755,16487,1
3755,30998,1
3755,17021,1
10453,31027,1
10453,22621,1
10453,24200,1
10453,14585,1
10453,16024,1
10453,16636,1
24444,20339,1
24444,13365,1
25949,28727,1
25949,2835,1
25949,1037,1
25949,17106,1
25949,20347,1
25949,17663,1
9700,15937,1
9700,15727,1
9700,20477,1
9700,21689,1
9700,25518,1
9700,1728,1
1283,7209,1
1283,11814,1
1283,14771,1
1283,28103,1
1283,19677,1
1283,21207,1
30288,8656,1
30288,25376,1
30288,28856,1
30288,8927,1
30288,12266,1
30288,14363,1
5751,24714,25
5751,28310,25
5751,5366,25
5751,3841,25
5751,5740,25
5751,19108,25
13774,4599,1
13774,18966,1
13774,7186,1
13774,22296,1
13774,11403,1
13774,17955,1
24969,29449,1
24969,15485,1
24969,25309,1
24969,28838,1
24969,19704,1
24969,19791,1
24596,13606,1
24596,618,1
24596,30999,1
24596,29820,1
24596,24670,1
24596,24351,1
19004,23659,1
19004,905,1
19004,2924,1
19004,14276,1
19004,24092,1
19004,1150,1
13807,7551,1
13807,11054,1
13807,13006,1
13807,14309,1
13807,3771,1
13807,14497,1
7424,8263,1
7424,17069,1
7424,14187,1
7424,25390,1
7424,31191,1
7424,11530,1
26038,19895,1
26038,2041,1
26038,16489,1
26038,15132,1
26038,1005,1
26038,2522,1
11083,1345,1
11083,6427,1
11083,8325,1
11083,20330,1
11083,10064,1
11083,24034,1
11646,27537,1
11646,28782,1
11646,15886,1
11646,8623,1
11646,7803,1
11646,25147,1
31137,28758,1
31137,14675,1
31137,18410,1
31137,11881,1
31137,899,1
31137,29148,1
27702,5467,1
27702,16019,1
27702,27527,1
27702,25322,1
27702,521,1
27702,6276,1
10562,620,1
10562,24832,1
10562,23152,1
10562,18988,1
10562,11327,1
10562,8634,1
4418,4519,1
4418,19363,1
4418,20140,1
4418,14916,1
4418,9707,1
4418,17294,1
6785,3584,1
6785,29910,1
6785,18387,1
6785,5990,1
6785,16787,1
6785,21196,1
17019,12236,1
17019,5619,1
17019,4176,1
17019,8460,1
17019,9727,1
17019,3180,1
11286,10218,1
11286,2716,1
11286,13446,1
11286,8670,1
11286,3320,1
11286,21425,1
11452,16466,1
11452,4337,1
11452,20125,1
11452,2914,1
11452,1772,1
11452,29897,1
177,8986,1
177,24018,1
177,3660,1
177,3207,1
177,25275,1
177,3535,1
25645,17788,1
25645,7120,1
25645,26666,1
25645,17839,1
25645,28791,1
25645,27221,1
5027,21310,1
5027,13971,1
5027,25982,1
5027,6859,1
5027,30801,1
5027,5866,1
18536,25269,1
18536,24477,1
18536,9053,1
18536,11490,1
18536,29147,1
18536,487,1
247,17238,1
247,24892,1
247,27575,1
247,10922,1
247,13288,1
247,11206,1
1044,9377,1
1044,9311,1
1044,29004,1
1044,6974,1
1044,4300,1
1044,14067,1
20944,7800,1
20944,2268,1
20944,3158,1
20944,29324,1
20944,14953,1
20944,388,1
20707,6832,1
20707,11936,1
20707,11992,1
20707,14775,1
20707,1818,1
20707,15079,1
30511,26602,1
30511,24633,1
30511,14808,1
30511,3318,1
30511,17412,1
30511,28675,1
1763,15393,1
1763,7713,1
1763,11671,1
1763,12934,1
1763,23399,1
1763,626,1
13125,6093,1
13125,11331,1
13125,28359,1
13125,5116,1
13125,4008,1
901,126,1
901,3496,1
901,29825,1
901,6256,1
901,29183,1
901,7412,1
30014,5050,1
30014,17066,1
30014,26642,1
30014,13064,1
30014,26055,1
30014,10571,1
18457,174,1
18457,17716,1
18457,22750,1
18457,17258,1
18457,10924,1
18457,25712,1
23882,698,1
23882,5299,1
23882,9321,1
23882,9785,1
23882,6946,1
23882,28563,1
18801,19000,1
18801,27150,1
18801,15944,1
18801,5800,1
18801,856,1
18801,25705,1
27940,27501,1
27940,14963,1
27940,7745,1
27940,22797,1
27940,25077,1
27940,3017,1
3938,29426,1
3938,25321,1
3938,4031,1
3938,3230,1
3938,6167,1
3938,3016,1
4255,4526,1
4255,14489,1
9228,16688,1
9228,11350,1
9228,4438,1
9228,15526,1
9228,19481,1
9228,15801,1
10551,17979,1
10551,26078,1
10551,27031,1
10551,29429,1
10551,199,1
10551,955,1
14993,9521,1
14993,9903,1
14993,2441,1
14993,17536,1
14993,9317,1
14993,13868,1
21388,5670,1
21388,9659,1
21388,19426,1
21388,25593,1
21388,27757,1
21388,23843,1
26021,2999,1
26021,30777,1
26021,12947,1
26021,29120,1
26021,745,1
26021,11840,1
15472,2427,1
15472,7663,1
15472,29225,1
15472,6301,1
15472,371,1
15472,4841,1
4046,27518,1
4046,24502,1
4046,3728,1
4046,30977,1
4046,76,1
4046,14647,1
945,16212,1
945,28198,1
945,25150,1
945,4937,1
945,5837,1
945,20127,1
11701,24037,1
11701,19109,1
11701,19830,1
11701,3102,1
11701,13301,1
11701,783,1
18878,6035,1
18878,26279,1
18878,21609,1
18878,20823,1
18878,27487,1
18878,20614,1
23391,27829,1
23391,18776,1
23391,13402,1
23391,30884,1
23391,215,1
23391,27130,1
19087,6855,1
19087,19740,1
19087,5948,1
19087,6037,1
19087,1616,1
19087,5110,1
2837,4095,1
2837,11965,1
2837,24708,1
2837,9913,1
2837,17884,1
2837,29719,1
29045,23466,1
29045,10959,1
29045,13164,1
29045,23506,1
29045,19955,1
29045,1938,1
26681,11650,1
26681,26703,1
26681,30986,1
26681,2970,1
26681,8351,1
26681,21241,1
11914,7124,1
11914,6462,1
11914,28785,1
11914,24114,1
11914,4058,1
11914,26900,1
5699,6852,1
5699,25264,1
5699,8640,1
5699,24525,1
5699,632,1
5699,3669,1
9613,6411,1
9613,741,1
9613,24798,1
9613,29790,1
9613,315,1
9613,6452,1
7384,15073,1
7384,14200,1
7384,16046,1
7384,26329,1
7384,30865,1
7384,1973,1
12777,21769,1
12777,4917,1
12777,13223,1
12777,12148,1
12777,28857,1
12777,569,1
11180,22867,1
11180,26004,1
11180,28116,1
11180,26740,1
11180,4956,1
11180,24299,1
23414,29551,1
23414,30961,1
23414,8551,1
23414,3335,1
23414,18823,1
23414,23431,1
9303,7806,1
9303,29989,1
9303,20903,1
9303,19595,1
9303,11064,1
9303,16869,1
21050,22280,1
21050,1342,1
21050,26354,1
21050,5489,1
21050,21942,1
21050,4091,1
15036,5006,1
15036,2063,1
15036,25361,1
15036,6568,1
15036,27152,1
15036,13367,1
13293,8468,1
13293,10630,1
13293,7420,1
13293,14924,1
13293,10957,1
13293,587,1
20847,1171,1
20847,18104,1
20847,11660,1
20847,17369,1
20847,2447,1
20847,2646,1
6803,25769,1
6803,15861,1
6803,24439,1
6803,13389,1
6803,27171,1
17079,11436,1
17079,21158,1
17079,3602,1
17079,5494,1
17079,4787,1
17079,11693,1
7749,12673,1
7749,18286,1
7749,23616,1
7749,13588,1
7749,11354,1
7749,25394,1
21584,1276,1
21584,1116,1
21584,12618,1
21584,20025,1
21584,2983,1
17949,19362,1
17949,27127,1
17949,4513,1
17949,5123,1
17949,6659,1
17949,12072,1
18174,13278,1
18174,21213,1
18174,14563,1
18174,27554,1
18174,20167,1
28521,18765,1
28521,28884,1
28521,13715,1
28521,8037,1
28521,8189,1
28521,5292,1
15712,26573,1
15712,3564,1
15712,5814,1
15712,11950,1
15712,7597,1
15712,20053,1
22520,4584,1
22520,10301,1
22520,19958,1
22520,2439,1
22520,22507,1
22520,21772,1
27438,8336,1
27438,1692,1
27438,29711,1
27438,17723,1
27438,2519,1
27438,9607,1
10664,15268,1
10664,28504,1
10664,20987,1
10664,6741,1
10664,2978,1
10664,4784,1
23290,21861,1
23290,13143,1
23290,27160,1
23290,8557,1
23290,23953,1
23290,20094,1
21206,17409,1
21206,5351,1
21206,23448,1
21206,18445,1
21206,29417,1
21206,2262,1
19801,28921,1
19801,27866,1
19801,12444,1
19801,18764,1
19801,23318,1
19801,22559,1
14653,348,1
14653,20728,1
14653,10211,1
14653,28140,1
14653,28937,1
14653,28905,1
9038,25360,1
9038,26382,1
9038,29941,1
9038,7128,1
9038,29928,1
9038,18485,1
23775,12667,1
23775,9504,1
23775,15674,1
23775,7736,1
23775,16055,1
23775,30949,1
6210,15615,1
6210,26402,1
6210,30686,1
6210,10182,1
6210,2015,1
6210,16123,1
12168,10862,1
12168,21228,1
12168,31111,1
12168,25622,1
12168,13501,1
12168,5104,1
20928,27875,1
20928,5767,1
20928,22209,1
20928,3064,1
20928,2854,1
20928,25138,1
14847,13239,1
14847,1315,1
14847,12731,1
14847,31004,1
14847,21796,1
14847,1581,1
12234,27,1
12234,31070,1
12234,21696,1
12234,11885,1
12234,20921,1
12234,17068,1
6143,490,1
6143,30313,1
6143,9263,1
6143,13423,1
6143,29726,1
6143,9874,1
3385,23890,25
3385,25753,25
3385,2360,25
3385,15457,25
3385,932,25
3385,26815,25
19918,12941,1
19918,15851,1
19918,30973,1
19918,12938,1
5998,9678,1
5998,23075,1
5998,20915,1
5998,18207,1
5998,21266,1
15989,11519,1
15989,7787,1
15989,27407,1
15989,19618,1
15989,30428,1
15989,22282,1
1106,798,1
1106,11652,1
1106,23931,1
1106,18491,1
1106,17766,1
1106,6608,1
26586,22679,1
26586,6612,1
26586,11516,1
26586,20583,1
26586,18465,1
26586,27663,1
3758,29566,1
3758,17973,1
3758,11136,1
3758,28531,1
3758,9448,1
3758,17518,1
26925,5982,1
26925,9475,1
26925,24655,1
26925,2902,1
26925,30905,1
3442,30751,1
3442,4982,1
3442,18384,1
3442,25607,1
3442,9998,1
3442,11790,1
26712,25171,1
26712,792,1
26712,3949,1
26712,12801,1
26712,14868,1
26712,12220,1
11560,24296,1
11560,13625,1
11560,23814,1
11560,28983,1
11560,16627,1
11560,24865,1
23443,5819,1
23443,28522,1
23443,26060,1
23443,11328,1
23443,14270,1
23443,19376,1
15000,469,1
15000,5780,1
15000,23561,1
15000,10608,1
15000,19475,1
15000,3789,1
2295,982,1
2295,26095,1
2295,25851,1
2295,10887,1
2295,2921,1
2295,1650,1
26068,23596,1
26068,22834,1
26068,14298,1
26068,16894,1
26068,11921,1
26068,12388,1
21527,27137,25
21527,21464,25
21527,7641,25
21527,30447,25
21527,22263,25
21527,12706,25
4423,13547,1
4423,5185,1
4423,8574,1
4423,29653,1
4423,25709,1
4423,29113,1
2911,13778,1
2911,24887,1
2911,14625,1
2911,26708,1
2911,27864,1
2911,15177,1
13400,12414,1
13400,733,1
13400,2781,1
13400,8905,1
13400,13710,1
13400,10205,1
21650,14828,1
21650,15031,1
21650,4948,1
21650,15343,1
21650,18532,1
21650,6975,1
29899,14514,1
29899,1055,1
29899,30530,1
29899,2224,1
29899,10611,1
29899,8180,1
9985,1936,1
9985,5178,1
9985,15564,1
9985,21528,1
9985,20895,1
9985,16374,1
28200,3042,1
28200,15037,1
28200,10629,1
28200,14604,1
28200,1758,1
28200,18908,1
12110,4986,1
12110,29094,1
12110,29411,1
12110,28189,1
12110,23457,1
12110,8665,1
3316,27324,1
3316,27577,1
3316,27235,1
3316,20159,1
3316,24423,1
3316,26061,1
14585,10453,1
14585,14813,1
14585,24624,1
14585,22057,1
14585,16024,1
14585,16636,1
15210,28286,1
15210,19556,1
15210,29093,1
15210,23359,1
27335,30028,1
27335,136,1
27335,18827,1
27335,17735,1
27335,15910,1
27335,25438,1
567,28158,1
567,8490,1
567,13228,1
567,29314,1
567,30919,1
567,20618,1
3939,6299,1
3939,602,1
3939,7609,1
3939,10288,1
3939,15286,1
3939,25467,1
12540,8353,1
12540,100,1
12540,16014,1
12540,12321,1
12540,8731,1
12540,27326,1
2221,17533,1
2221,5908,1
2221,30322,1
2221,23447,1
2221,8389,1
2221,18409,1
5864,12293,1
5864,1137,1
5864,2792,1
5864,11817,1
5864,29350,1
5864,18488,1
8071,28985,1
8071,23527,1
8071,31098,1
8071,11665,1
8071,30944,1
8071,19311,1
24289,10755,1
24289,11773,1
24289,24549,1
24289,3202,1
24289,28646,1
24289,7380,1
19385,10139,1
19385,17749,1
19385,9256,1
113,9808,1
113,12918,1
3159,30811,1
3159,4111,1
3159,17293,1
3159,14189,1
3159,18771,1
3159,22890,1
4197,10266,1
4197,14122,1
4197,2335,1
4197,16032,1
4197,21106,1
4197,9851,1
8501,27763,1
8501,28542,1
8501,25951,1
8501,9283,1
8501,11920,1
8501,16751,1
28933,9323,1
28933,15230,1
28933,22715,1
28933,15980,1
28933,2776,1
28933,2155,1
4013,12537,1
4013,13858,1
4013,13284,1
4013,15660,1
4013,25092,1
4013,15297,1
10843,7165,25
10843,17195,25
10843,12613,25
12893,11260,1
12893,13348,1
12893,28679,1
12893,30257,1
12893,13572,1
12893,11794,1
20541,398,1
20541,29377,1
20541,7725,1
20541,7519,1
20541,22576,1
20541,4881,1
9816,15565,1
9816,14112,1
9816,11605,1
9816,10302,1
9816,24346,1
9816,25751,1
9681,22488,1
9681,6191,1
9681,28446,1
9681,23796,1
9681,9927,1
9681,7256,1
5696,26248,1
5696,12261,1
5696,6358,1
5696,24454,1
5696,19735,1
5696,19094,1
14698,8666,1
14698,7985,1
14698,4469,1
14698,19248,1
14698,313,1
14698,12672,1
573,29883,1
573,395,1
573,12859,1
573,22687,1
573,31203,1
573,16381,1
1766,9021,1
1766,11144,1
1766,7797,1
1766,14436,1
1766,14622,1
1766,7720,1
30657,19948,1
30657,15250,1
30657,17175,1
30657,31155,1
30657,7252,1
30657,20610,1
3420,26644,1
3420,908,1
3420,16155,1
3420,3582,1
3420,15097,1
3420,17806,1
4373,7096,1
4373,6017,1
4373,4272,1
4373,9935,1
4373,30710,1
4373,2134,1
17700,3101,1
17700,27301,1
17700,13044,1
17700,19640,1
17700,4918,1
17700,14708,1
26046,8742,1
26046,17382,1
26046,3040,1
26046,14016,1
26046,25009,1
26046,1938,1
2948,23893,1
2948,14836,1
2948,17646,1
2948,13201,1
2948,21110,1
2948,6730,1
14994,1227,1
14994,27491,1
14994,15456,1
14994,27526,1
14994,25017,1
14994,10245,1
24042,21336,1
24042,885,1
24042,22583,1
24042,6701,1
24042,19697,1
24042,27242,1
8392,2504,1
8392,4363,1
8392,9248,1
8392,20258,1
8392,26654,1
8392,24270,1
9281,22871,1
9281,5546,1
9281,22812,1
9281,24163,1
9281,1242,1
9281,4087,1
21340,26271,1
21340,29205,1
21340,22121,1
21340,7729,1
21340,18225,1
21340,1693,1
3475,23109,1
3475,23104,1
3475,27427,1
3475,26854,1
3475,5133,1
3475,11877,1
4254,2126,1
4254,5490,1
4254,4058,1
4254,26105,1
4254,24325,1
4254,24736,1
17718,11434,1
17718,2165,1
17718,7276,1
17718,25633,1
17718,27557,1
17718,26513,1
16295,8040,1
16295,21327,1
16295,23961,1
16295,24328,1
16295,16793,1
16295,21674,1
9623,30584,1
9623,27945,1
9623,30850,1
9623,30532,1
9623,16697,1
9623,28149,1
2264,14397,1
2264,5134,1
2264,18755,1
2264,17624,1
2264,16244,1
2264,18256,1
15451,14180,1
15451,19256,1
15451,18294,1
15451,9486,1
15451,17075,1
15451,19847,1
2775,22438,1
2775,11547,1
2775,22277,1
2775,11249,1
2775,24329,1
2775,24415,1
9402,16630,25
9402,22717,25
9402,728,25
9402,9969,25
9402,14690,25
18625,20881,1
18625,12833,1
18625,19298,1
18625,5771,1
18625,29056,1
18625,5966,1
10212,8026,1
10212,20310,1
10212,17607,1
10212,22980,1
10212,8271,1
10212,15128,1
26481,2211,1
26481,13410,1
26481,25056,1
26481,14288,1
26481,26593,1
26481,21476,1
22218,22421,1
22218,16511,1
22218,28625,1
22218,28547,1
22218,14829,1
22218,12536,1
25465,16259,1
25465,11361,1
25465,27224,1
25465,11274,1
25465,9557,1
25465,19896,1
19008,30858,1
19008,9775,1
19008,17401,1
18219,17310,1
18219,29605,1
18219,8827,1
18219,27582,1
18219,11850,1
18219,3577,1
1102,27590,1
1102,27388,1
1102,17589,1
1102,16414,1
1102,10943,1
1102,24130,1
379,14007,1
379,6930,1
379,24842,1
379,20519,1
379,25639,1
379,21667,1
27058,19216,1
27058,18787,1
27058,10888,1
27058,20179,1
27058,14859,1
27058,26439,1
18184,9203,1
18184,25420,1
18184,28267,1
18184,8558,1
18184,28860,1
18184,29388,1
14923,12090,1
14923,11893,1
14923,3908,1
14923,31094,1
14923,27500,1
14923,28306,1
19149,31105,1
19149,16934,1
19149,30558,1
19149,14872,1
19149,16855,1
19149,14750,1
19999,24332,1
19999,30430,1
19999,24104,1
19999,3846,1
19999,12010,1
19999,15833,1
22365,19504,1
22365,28520,1
22365,20436,1
22365,29436,1
22365,20073,1
22365,7634,1
5896,20374,1
5896,5845,1
5896,17982,1
5896,13102,1
5896,28669,1
5896,19853,1
22908,13085,25
22908,7264,25
22908,16378,25
22908,26596,25
22908,3119,25
22908,27063,25
22398,3028,1
22398,5530,1
22398,12364,1
22398,19276,1
22398,30567,1
22398,22391,1
31056,1981,1
31056,11895,1
31056,12735,1
31056,20752,1
31056,25026,1
31056,30934,1
10543,15133,1
10543,30089,1
10543,2666,1
10543,5602,1
10543,1870,1
10543,14364,1
2578,29599,1
2578,23736,1
2578,15698,1
2578,6991,1
2578,12776,1
2578,1009,1
1972,7759,1
1972,9569,1
1972,18163,1
1972,30825,1
1972,13122,1
1972,15865,1
29812,17872,1
29812,28384,1
29812,2659,1
29812,25003,1
12749,23411,1
12749,23520,1
12749,25036,1
12749,2524,1
12749,19767,1
12749,9431,1
24562,6353,1
24562,14895,1
24812,5524,1
24812,5867,1
24812,27775,1
24812,15447,1
24812,4577,1
24812,2679,1
7096,4373,1
7096,16267,1
7096,4272,1
7096,5039,1
7096,20127,1
7096,2134,1
18777,23097,1
18777,2515,1
18777,22492,1
18777,20517,1
18777,18161,1
18777,18616,1
26002,11592,1
26002,12193,1
26002,4561,1
26002,21556,1
26002,13764,1
26002,12867,1
31149,31113,1
31149,5250,1
31149,6200,1
31149,11783,1
31149,17750,1
31149,2364,1
23577,8568,1
23577,3177,1
23577,20363,1
23577,12064,1
13713,9971,1
13713,13738,1
13713,7910,1
13713,4597,1
13713,22669,1
13713,9774,1
13883,19605,25
13883,19821,25
13883,24002,25
13883,28361,25
13883,14098,25
13883,7863,25
7141,30211,1
7141,20751,1
7141,3062,1
7141,28319,1
7141,2149,1
7141,19428,1
10489,2177,1
10489,2491,1
10489,24908,1
10489,6797,1
10489,2146,1
10489,11632,1
368,6469,1
368,26767,1
368,29079,1
368,19755,1
368,21634,1
368,8442,1
16420,453,1
16420,19558,1
16420,20832,1
16420,12333,1
16420,15454,1
16420,30838,1
8729,23409,1
8729,9077,1
8729,23841,1
8729,3328,1
8729,10701,1
8729,24177,1
22537,23932,1
22537,21733,1
22537,5147,1
22537,5345,1
22537,12149,1
22537,8831,1
27243,20937,1
27243,11183,1
27243,7455,1
27243,14120,1
27243,24722,1
27243,10680,1
14069,22584,1
14069,121,1
14069,27598,1
14069,25677,1
14069,6441,1
14069,27494,1
14961,454,1
14961,1957,1
14961,17257,1
14961,6910,1
14961,27629,1
14961,5978,1
4725,22318,1
4725,24250,1
4725,24516,1
4725,19372,1
4725,11577,1
4725,25575,1
12098,16408,1
12098,28759,1
12098,10294,1
12098,30674,1
12098,12737,1
12098,28926,1
19225,17216,1
19225,3243,1
19225,8234,1
19225,11907,1
19225,20381,1
19225,21967,1
14909,15182,1
14909,10189,1
14909,23921,1
14909,13717,1
14909,12329,1
14909,255,1
3960,25616,1
3960,14919,1
3960,3322,1
3960,16718,1
3960,9963,1
3960,20265,1
13307,11326,1
13307,30463,1
13307,13800,1
13307,28539,1
13307,2291,1
13307,19516,1
2732,24102,1
2732,17855,1
2732,26700,1
2732,13726,1
2732,431,1
2732,20867,1
827,9596,1
827,18116,1
827,8702,1
827,2770,1
827,277,1
827,16475,1
16922,27359,1
16922,18499,1
16922,23307,1
16922,13991,1
16922,28115,1
16922,13599,1
4349,4133,1
4349,8599,1
4349,2751,1
4349,28928,1
